In 219 List,Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-HF-HRRP,590,,0.9627,18.7573,19.4836,108,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-COPD-HRRP,188,,1.0929,18.9313,17.3223,41,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-CABG-HRRP,N/A,,0.9389,10.4098,11.0876,Too Few to Report,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-AMI-HRRP,265,,1.0783,14.4788,13.4279,42,07/01/2020,06/30/2023
YES,SAMARITAN MEDICAL CENTER,330157,NY,READM-30-PN-HRRP,204,,1.0680,18.3706,17.2006,42,07/01/2020,06/30/2023
YES,SAMARITAN MEDICAL CENTER,330157,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9949,3.9727,3.9932,Too Few to Report,07/01/2020,06/30/2023
YES,SAMARITAN MEDICAL CENTER,330157,NY,READM-30-HF-HRRP,253,,1.0086,19.5224,19.3552,50,07/01/2020,06/30/2023
YES,SAMARITAN MEDICAL CENTER,330157,NY,READM-30-COPD-HRRP,89,,0.9795,18.2776,18.6606,15,07/01/2020,06/30/2023
YES,SAMARITAN MEDICAL CENTER,330157,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SAMARITAN MEDICAL CENTER,330157,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SARATOGA HOSPITAL,330222,NY,READM-30-PN-HRRP,341,,0.9762,15.1362,15.5056,50,07/01/2020,06/30/2023
YES,SARATOGA HOSPITAL,330222,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9234,5.6284,6.0951,Too Few to Report,07/01/2020,06/30/2023
YES,SARATOGA HOSPITAL,330222,NY,READM-30-HF-HRRP,355,,0.8953,17.0889,19.0877,53,07/01/2020,06/30/2023
YES,SARATOGA HOSPITAL,330222,NY,READM-30-COPD-HRRP,146,,1.0807,18.6689,17.2744,32,07/01/2020,06/30/2023
YES,SARATOGA HOSPITAL,330222,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SARATOGA HOSPITAL,330222,NY,READM-30-AMI-HRRP,88,,1.1022,13.0090,11.8027,16,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-PN-HRRP,97,,1.0033,16.2610,16.2070,16,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-HF-HRRP,150,,1.0028,19.8675,19.8118,30,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-COPD-HRRP,N/A,,0.9695,17.4743,18.0234,Too Few to Report,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-PN-HRRP,97,,1.0033,16.2610,16.2070,16,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-HF-HRRP,150,,1.0028,19.8675,19.8118,30,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-COPD-HRRP,N/A,,0.9695,17.4743,18.0234,Too Few to Report,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SISTERS OF CHARITY HOSPITAL,330078,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-PN-HRRP,242,,0.9912,17.6101,17.7665,42,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7838,3.4014,4.3395,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-HF-HRRP,373,,1.0931,21.0940,19.2972,85,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-COPD-HRRP,133,,0.9609,16.8566,17.5428,20,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-PN-HRRP,374,,1.0500,15.9727,15.2123,63,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9403,4.4474,4.7299,Too Few to Report,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HF-HRRP,352,,1.0043,19.5165,19.4328,69,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-COPD-HRRP,83,,0.9831,16.8949,17.1855,13,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-AMI-HRRP,N/A,,1.0010,14.5690,14.5549,Too Few to Report,07/01/2020,06/30/2023
YES,SOUTH BROOKLYN HEALTH,330196,NY,READM-30-PN-HRRP,454,,1.1220,21.0915,18.7987,104,07/01/2020,06/30/2023
YES,SOUTH BROOKLYN HEALTH,330196,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SOUTH BROOKLYN HEALTH,330196,NY,READM-30-HF-HRRP,428,,1.0470,22.1161,21.1224,98,07/01/2020,06/30/2023
YES,SOUTH BROOKLYN HEALTH,330196,NY,READM-30-COPD-HRRP,134,,1.0699,22.8613,21.3681,35,07/01/2020,06/30/2023
YES,SOUTH BROOKLYN HEALTH,330196,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,SOUTH BROOKLYN HEALTH,330196,NY,READM-30-AMI-HRRP,73,,1.0303,18.4347,17.8920,15,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-PN-HRRP,1103,,1.2071,20.3765,16.8799,238,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8848,3.8206,4.3180,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-HF-HRRP,694,,0.9313,18.5883,19.9585,124,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-COPD-HRRP,254,,0.9715,17.6277,18.1447,43,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-AMI-HRRP,228,,0.9724,12.8637,13.2286,28,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-PN-HRRP,1218,,1.0687,17.1958,16.0905,214,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-HIP-KNEE-HRRP,1135,,0.8871,3.7460,4.2226,41,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-HF-HRRP,1504,,1.0684,20.7644,19.4347,317,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-COPD-HRRP,246,,1.0937,19.6521,17.9689,54,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-CABG-HRRP,272,,0.9710,9.9130,10.2091,26,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-AMI-HRRP,511,,1.0690,14.2439,13.3250,76,07/01/2020,06/30/2023
YES,ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-PN-HRRP,144,,0.9108,13.2766,14.5770,13,07/01/2020,06/30/2023
YES,ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8965,4.5264,5.0487,Too Few to Report,07/01/2020,06/30/2023
YES,ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-HF-HRRP,104,,0.9174,17.2433,18.7960,12,07/01/2020,06/30/2023
YES,ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-COPD-HRRP,N/A,,0.9936,14.9271,15.0236,Too Few to Report,07/01/2020,06/30/2023
YES,ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,330401,NY,READM-30-PN-HRRP,359,,0.8970,15.1516,16.8914,47,07/01/2020,06/30/2023
YES,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,330401,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8915,4.6048,5.1654,Too Few to Report,07/01/2020,06/30/2023
YES,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,330401,NY,READM-30-HF-HRRP,445,,0.9302,18.4489,19.8335,77,07/01/2020,06/30/2023
YES,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,330401,NY,READM-30-COPD-HRRP,246,,1.0190,20.6466,20.2610,52,07/01/2020,06/30/2023
YES,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,330401,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,330401,NY,READM-30-AMI-HRRP,N/A,,0.8985,12.6928,14.1271,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-PN-HRRP,242,,0.9912,17.6101,17.7665,42,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7838,3.4014,4.3395,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-HF-HRRP,373,,1.0931,21.0940,19.2972,85,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-COPD-HRRP,133,,0.9609,16.8566,17.5428,20,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST LUKE'S CORNWALL HOSPITAL,330264,NY,READM-30-PN-HRRP,338,,1.0543,17.2749,16.3853,62,07/01/2020,06/30/2023
YES,ST LUKE'S CORNWALL HOSPITAL,330264,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9745,5.7503,5.9007,Too Few to Report,07/01/2020,06/30/2023
YES,ST LUKE'S CORNWALL HOSPITAL,330264,NY,READM-30-HF-HRRP,407,,1.0564,20.1779,19.1007,86,07/01/2020,06/30/2023
YES,ST LUKE'S CORNWALL HOSPITAL,330264,NY,READM-30-COPD-HRRP,130,,0.9629,16.3615,16.9926,19,07/01/2020,06/30/2023
YES,ST LUKE'S CORNWALL HOSPITAL,330264,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST LUKE'S CORNWALL HOSPITAL,330264,NY,READM-30-AMI-HRRP,119,,1.0687,15.7685,14.7543,22,07/01/2020,06/30/2023
YES,ST CHARLES HOSPITAL,330246,NY,READM-30-PN-HRRP,159,,0.8961,14.0444,15.6737,15,07/01/2020,06/30/2023
YES,ST CHARLES HOSPITAL,330246,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8368,3.7841,4.5220,Too Few to Report,07/01/2020,06/30/2023
YES,ST CHARLES HOSPITAL,330246,NY,READM-30-HF-HRRP,132,,1.0511,20.0783,19.1018,30,07/01/2020,06/30/2023
YES,ST CHARLES HOSPITAL,330246,NY,READM-30-COPD-HRRP,105,,0.9938,18.4641,18.5799,19,07/01/2020,06/30/2023
YES,ST CHARLES HOSPITAL,330246,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST CHARLES HOSPITAL,330246,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-PN-HRRP,987,,1.0431,16.9312,16.2313,170,07/01/2020,06/30/2023
YES,ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-HIP-KNEE-HRRP,972,,0.8383,4.1409,4.9394,38,07/01/2020,06/30/2023
YES,ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-HF-HRRP,2020,,1.0087,19.9698,19.7981,404,07/01/2020,06/30/2023
YES,ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-COPD-HRRP,253,,0.9683,18.1800,18.7754,44,07/01/2020,06/30/2023
YES,ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-CABG-HRRP,480,,0.9893,9.8655,9.9726,47,07/01/2020,06/30/2023
YES,ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-AMI-HRRP,668,,1.0893,14.9456,13.7210,104,07/01/2020,06/30/2023
YES,ST JAMES HOSPITAL,330151,NY,READM-30-PN-HRRP,106,,1.0166,15.0073,14.7616,17,07/01/2020,06/30/2023
YES,ST JAMES HOSPITAL,330151,NY,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JAMES HOSPITAL,330151,NY,READM-30-HF-HRRP,N/A,,0.9969,17.8439,17.8986,Too Few to Report,07/01/2020,06/30/2023
YES,ST JAMES HOSPITAL,330151,NY,READM-30-COPD-HRRP,N/A,,1.0417,15.1959,14.5870,Too Few to Report,07/01/2020,06/30/2023
YES,ST JAMES HOSPITAL,330151,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JAMES HOSPITAL,330151,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,CHSLI ST JOSEPH HOSPITAL,330332,NY,READM-30-PN-HRRP,362,,1.0465,15.7331,15.0345,60,07/01/2020,06/30/2023
YES,CHSLI ST JOSEPH HOSPITAL,330332,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0988,5.4039,4.9182,Too Few to Report,07/01/2020,06/30/2023
YES,CHSLI ST JOSEPH HOSPITAL,330332,NY,READM-30-HF-HRRP,439,,1.0083,18.5481,18.3956,82,07/01/2020,06/30/2023
YES,CHSLI ST JOSEPH HOSPITAL,330332,NY,READM-30-COPD-HRRP,182,,0.9988,17.0720,17.0922,31,07/01/2020,06/30/2023
YES,CHSLI ST JOSEPH HOSPITAL,330332,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,CHSLI ST JOSEPH HOSPITAL,330332,NY,READM-30-AMI-HRRP,N/A,,0.9611,14.5100,15.0979,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-PN-HRRP,574,,1.1692,18.5082,15.8298,117,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-HIP-KNEE-HRRP,391,,0.9627,4.7277,4.9109,18,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-HF-HRRP,632,,1.1949,22.6637,18.9663,156,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-COPD-HRRP,255,,1.0525,20.3119,19.2995,55,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-CABG-HRRP,366,,1.0873,13.4253,12.3469,52,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-AMI-HRRP,537,,1.1520,15.4783,13.4362,90,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-PN-HRRP,574,,1.1692,18.5082,15.8298,117,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-HIP-KNEE-HRRP,391,,0.9627,4.7277,4.9109,18,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-HF-HRRP,632,,1.1949,22.6637,18.9663,156,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-COPD-HRRP,255,,1.0525,20.3119,19.2995,55,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-CABG-HRRP,366,,1.0873,13.4253,12.3469,52,07/01/2020,06/30/2023
YES,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-AMI-HRRP,537,,1.1520,15.4783,13.4362,90,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-PN-HRRP,N/A,,0.9511,14.7328,15.4897,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-HF-HRRP,N/A,,1.0021,18.0391,18.0014,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-PN-HRRP,N/A,,0.9511,14.7328,15.4897,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-HF-HRRP,N/A,,1.0021,18.0391,18.0014,Too Few to Report,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST JOSEPH'S MEDICAL CENTER,330006,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-PN-HRRP,164,,1.0216,16.7958,16.4401,29,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-HF-HRRP,208,,1.0070,19.9547,19.8167,42,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-COPD-HRRP,N/A,,0.9453,19.9699,21.1247,Too Few to Report,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-PN-HRRP,164,,1.0216,16.7958,16.4401,29,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-HF-HRRP,208,,1.0070,19.9547,19.8167,42,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-COPD-HRRP,N/A,,0.9453,19.9699,21.1247,Too Few to Report,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST MARY'S HEALTHCARE,330047,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-PN-HRRP,724,,1.0679,17.7480,16.6191,133,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-HIP-KNEE-HRRP,217,,1.0539,6.1340,5.8205,14,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-HF-HRRP,796,,1.0476,20.5672,19.6327,167,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-COPD-HRRP,172,,0.9697,19.7267,20.3435,32,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-CABG-HRRP,200,,0.9595,10.1835,10.6129,19,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-AMI-HRRP,323,,1.0138,13.7274,13.5402,45,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-PN-HRRP,724,,1.0679,17.7480,16.6191,133,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-HIP-KNEE-HRRP,217,,1.0539,6.1340,5.8205,14,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-HF-HRRP,796,,1.0476,20.5672,19.6327,167,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-COPD-HRRP,172,,0.9697,19.7267,20.3435,32,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-CABG-HRRP,200,,0.9595,10.1835,10.6129,19,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-AMI-HRRP,323,,1.0138,13.7274,13.5402,45,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-PN-HRRP,724,,1.0679,17.7480,16.6191,133,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-HIP-KNEE-HRRP,217,,1.0539,6.1340,5.8205,14,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-HF-HRRP,796,,1.0476,20.5672,19.6327,167,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-COPD-HRRP,172,,0.9697,19.7267,20.3435,32,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-CABG-HRRP,200,,0.9595,10.1835,10.6129,19,07/01/2020,06/30/2023
YES,ST PETER'S HOSPITAL,330057,NY,READM-30-AMI-HRRP,323,,1.0138,13.7274,13.5402,45,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-PN-HRRP,704,,1.0652,17.7064,16.6226,129,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.2488,5.4703,4.3804,Too Few to Report,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-HF-HRRP,1010,,0.9627,18.6797,19.4028,186,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-COPD-HRRP,300,,1.0549,20.8526,19.7671,66,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-CABG-HRRP,N/A,,0.8916,9.4164,10.5615,Too Few to Report,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-AMI-HRRP,245,,0.9673,13.3069,13.7568,31,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-PN-HRRP,704,,1.0652,17.7064,16.6226,129,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.2488,5.4703,4.3804,Too Few to Report,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-HF-HRRP,1010,,0.9627,18.6797,19.4028,186,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-COPD-HRRP,300,,1.0549,20.8526,19.7671,66,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-CABG-HRRP,N/A,,0.8916,9.4164,10.5615,Too Few to Report,07/01/2020,06/30/2023
YES,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-AMI-HRRP,245,,0.9673,13.3069,13.7568,31,07/01/2020,06/30/2023
