pfi,hospital_name,county,region,unit_name,unit_description,rn_count,rn_hours_per_pt,avg_patients,rn_pts_per_nurse
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Medical/Surgical,3M (Inpatient Med/Surg),5,1.7,22,5
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Medical/Surgical,4C (Inpatient Med/Surg unit),5,1.7,22,5
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Obstetrics/Gynecology,OB,3,3,7.2,3
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Other,Cardiac Rehab,2,2,15,15
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Other,Cardiovascular Lab,4,8,20,5
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Other,Interventional Radiology,3,3,6,2
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Other,Operating Room,9,63,12,1
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Other,Pain Management,3,3,6,2
0085,Auburn Community Hospital,Cayuga,Central Regional Office,Psychiatry,BHU,3,4,9.6,4
0098,"Brooks-TLC Hospital System, Inc",Chautauqua,Western Regional Office,Ambulatory Surgery,"2A Ambulatory Surgery Unit. Operates Monday-Friday
0600-1800. Various shifts and start times.",7,2.74,19,2.71
0098,"Brooks-TLC Hospital System, Inc",Chautauqua,Western Regional Office,Emergency Department,"Provides services 24 hours per day for patients
seeking emergency medical care and treatment.",3.5,1.87,15,4.29
0098,"Brooks-TLC Hospital System, Inc",Chautauqua,Western Regional Office,Intensive Care,Intensive Care Unit,2,4,4,2
0098,"Brooks-TLC Hospital System, Inc",Chautauqua,Western Regional Office,Medical/Surgical,Medical/Surgical Unit,5,2,20,5
0098,"Brooks-TLC Hospital System, Inc",Chautauqua,Western Regional Office,Obstetrics/Gynecology,Obstetrics,0,0,0,0
0098,"Brooks-TLC Hospital System, Inc",Chautauqua,Western Regional Office,Other,"Operating Room. 4 main OR's, GI Lab, minor room,
and urology. Operates M-F with various shifts.",13,6.8,15,0.87
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Ambulatory Surgery,"Ambulatory surgery/OP infusion area. First floor
Connected to OR.",6.75,4.39,14,2.24
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Cardiac Catheterization/EP,"OP Swing lab: interventional radiology some
non-interventional cardiac caths. On first floor.",4,6.58,5,1.25
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Cardiovascular,"Cardiology - provides cardiac testing/procedures.
Main floor (2nd)",2,0.96,16.8,8.4
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Chemical Dependency,4B: Inpatient Chemical Dependency,1,0.71,11.25,11.25
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Chemical Dependency,Outpatient residential. OASAS 820 license.,1,0.4,20,20
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Critical Care,"3D ICU: Mixed ICU, Stepdown and overflow patients.
Shifts are 12 hour days 7a - 7p",2,3.28,4.87,2.5
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Emergency Department,"28 bed acute care community ED - ADC 93. Located
on first floor of facility.",4,0.96,33,5
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Endoscopy,Endoscopy suite. Riverwalk site,6,1.74,30,5
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Infusion Services,"Hillman Infusion - cancer center. Consultations,
chemo. Open 8-4",2,0.84,19,9.5
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Medical/Surgical,"3C: 12 bed medical unit. Currently closed due to
staffing",0,0,0,0
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Medical/Surgical,"4D: Medical, surgical and pediatrics unit. Work 12
hour shifts",4,1.3,25.09,6.3
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Nuclear Medicine/Radiology,PET scan - contracted once a week. Main floor,2,1.23,13,6.5
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Obstetrics/Gynecology,3E: Maternal child - OB,4,2.23,14.38,4
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Other,"Operating room - basic general surgery, robotics,
Open 7a -5p. Call team available",5,2,20,10
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Other,PACU: Recovery area for OR/ASC. First floor,2.9,1.75,10,3.44
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Psychiatry,4E: Adult inpatient mental health,2,0.94,17,9
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Psychiatry,4EC: Adolescent mental health,1,1.14,7,7
0102,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Telemetry,5D: 30 bed Telemetry unit,4,1.59,20.1,6
0111,Westfield Memorial Hospital Inc,Chautauqua,Western Regional Office,Ambulatory Surgery,"Dayshift only surgery area open two days/wk
completing outpatient surgical procedures and
endoscopy",3,5,8,1
0111,Westfield Memorial Hospital Inc,Chautauqua,Western Regional Office,Emergency Department,Emergency patients,2,2,7,3.5
0111,Westfield Memorial Hospital Inc,Chautauqua,Western Regional Office,Medical/Surgical,Med-Surg,1,2.6,3,3
0111,Westfield Memorial Hospital Inc,Chautauqua,Western Regional Office,Outpatient Clinics,"Outpatient wound clinic open two days/wk, dayshift
only",0,0,20,0
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Cardiac Catheterization/EP,Cath Lab,8,6.4,10,1.25
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Cardiovascular,Cardia Rehab,1,0.8,10,10
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Cardiovascular,"Stress, Echo",4,1.28,25,6.25
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Dialysis - Acute,Davita Dialysis,1,2.6,3,3
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Emergency Department,ED,8,2.06,31,3.86
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Endoscopy,3rd Floor,10,7.27,11,0.9
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Infusion Services,"Infusion Center, 2nd floor",4,1.6,20,5
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Intensive Care,ICU,6,4,12,2
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Medical/Surgical,3B - med/surge/tel/stroke,4,2.13,15,3.75
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Medical/Surgical,4B (includes telemetry),4,2.13,15,3.75
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Neonatal,NICU,4,4,8,2
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Obstetrics/Gynecology,L&D,5,5,8,1.6
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Obstetrics/Gynecology,OB,2,2.29,7,3.5
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,Coumidin,2,0.57,28,14
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,Electro Physiology,1,0.4,18,18
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,"Operating Room, 3rd floor",16,8,16,1
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,Pain Management,4,0.91,35,8.75
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,Post Anesthesia,7,4.67,12,1.7
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,Pre Admission Testing,4,1.45,22,5.5
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,Same Day Surgery - 3rd floor,6,2.4,20,3.3
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Other,Vascular Surgery,0,0,20,0
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Pediatric,4C Peds,1,1.6,5,5
0116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Stepdown,5D,5,2,20,4
0118,St. Joseph's Hospital,Chemung,Western Regional Office,Other,Addiction Rehabilitation Unit,1,0.67,12,12
0118,St. Joseph's Hospital,Chemung,Western Regional Office,Other,Behavioral Science Unit,2,1,16,8
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Ambulatory Surgery,"Ambulatory Surgery, pre- and post-op care, as well as
infusions and endoscopy services, 4th floor",7,4.1,17,3
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Emergency Department,"14 bed rural ED on 1st floor with aprrox. 18,000
visit/yr providing wide range of emergent care",3.75,1.51,19.91,5.3
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Intensive Care,ICU/CCU,2,5.33,2.11,1.5
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Medical/Surgical,Medical Surgical,3,1.6,15,5
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Obstetrics/Gynecology,Maternity,2,5.33,2.37,1.5
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Other,Operating Rooms,6,6,10,1.7
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Other,PACU,2,2.86,7,3.5
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Outpatient Clinics,"Cardiology office for outpatient visits on the first floor
of the hospital",2,0.25,65,10
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Outpatient Clinics,"Primary Care - Norwich. Primary care outpatient
office on first floor of hospital.",1,0.1,80,20
0128,Chenango Memorial Hospital Inc,Chenango,Central Regional Office,Outpatient Clinics,"Walk-in Clinic. Primary care walk-in clinic on first
floor of hospital",1,0.23,35,35
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Ambulatory Surgery,"Provides care to patients before GI procedure and
surgical procedures; postop care",10,28,28,1
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Ambulatory Surgery,"Wednesday Only - Provides patient care pre and post
procedures.",10,40,40,1
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Emergency Department,Emergency Care,7,65,40,5.71
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Endoscopy,Provides endoscopy procedures to patients.,4,18,18,1
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Intensive Care,Intensive Care,3,5.33,4.5,2
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Medical/Surgical,Memorial 2,2,2.45,9.76,4.88
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Medical/Surgical,Memorial 4,6,0.94,23.5,3.91
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Medical/Surgical,Memorial 6,3,2.17,11.06,3.68
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Medical/Surgical,Memorial 6 (Tuesday Only),4,1.9,11.03,2.75
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Other,"Operating Room (Orthopedics, General Surgery, GYN
Procedures, ENT, Ophthalmology, Urology)",10,10,10,1
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Other,"Operating Room - Wednesdays Only (Orthopedics,
General Surgery, Gyn Procedures, Ophthalmology,
ENT)",10,30,30,1
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Other,Post Anesthesia Care,5,10,10,1
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Other,Post Anesthesia Care - Wednesday Only,5,40,40,1
0146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Psychiatry,Inpatient Psychiatry Unit (OMH),3,1.65,14.5,4.83
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Ambulatory Surgery,Pre and Post Surgery care,6,0,15,3
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Cardiovascular,Outpatient Cardiac Services,1,0,5,5
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Emergency Department,Emergency Care,6,2.8,35,5
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Endoscopy,Endoscopic procedures,9,0,15,2
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Intensive Care,Intensive Care Unit (ICU),4,9.6,10,3.33
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Medical/Surgical,Medical Surgical (2C),4,4,18,9
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Nuclear Medicine/Radiology,Interventional Radiology,1,0,5,5
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Obstetrics/Gynecology,Maternity (2E),3,12,4,2
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Oncology,Cancer center/medical infusion,5,0,25,5
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Other,"Cardiac Rehab-program for cardiac outpatients
(Monday through Friday, day shift only)",1,0,5,5
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Other,PACU-post anesthesia care unit,4,0,10,3
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Other,Surgical Services-Operating Room,7,0,12,1
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Psychiatry,Psychiatric Unit (1E),2,4.36,11,5.5
0158,Guthrie Cortland Medical Center,Cortland,Central Regional Office,Telemetry,Telemetry (2S),4,4,24,8
0165,O'Connor Hospital,Delaware,Capital District Regional Office,Emergency Department,Emergency Room,2,1.5,10,6.67
0165,O'Connor Hospital,Delaware,Capital District Regional Office,Medical/Surgical,"Critical Access Hospital, with swing bed, observation
and inpatient mix on the unit.",2,1.5,12,6
0165,O'Connor Hospital,Delaware,Capital District Regional Office,Other,"Ambulatory Care Unit- GI, infusions, minor
procedures.",3,2,12,4
0165,O'Connor Hospital,Delaware,Capital District Regional Office,Outpatient Clinics,Specialty Clinic- O'Connor,1,0.5,50,10
0170,Margaretville Hospital,Delaware,Capital District Regional Office,Emergency Department,5 Bed Critical Access Emergency Department- 24/7,1.5,3,4,6
0170,Margaretville Hospital,Delaware,Capital District Regional Office,Medical/Surgical,"2nd Floor-combined Acute Inpatient Medical- Surgical
Unit / Inpatient Swing Unit",1,1.6,5,5
0170,Margaretville Hospital,Delaware,Capital District Regional Office,Outpatient Clinics,"Ambulatory Care Endoscopy- Operates 1 day per
month 7a-5:30p",2,1.25,4,2
0170,Margaretville Hospital,Delaware,Capital District Regional Office,Outpatient Clinics,"Ambulatory care- Infusion Hours of Operation Mon-
Friday 7a-3p",0.5,4,1,2
0170,Margaretville Hospital,Delaware,Capital District Regional Office,Outpatient Clinics,"Wound Care Clinic Hours of
Operation , Monday - Friday 7a-5p",1,4,2,2
0174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Emergency Department,"The ED - 24/7 and cares for patients with a wide
variety and severity of illnesses and injuries.",2,3.9,7.8,3.9
0174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Endoscopy,"Endoscopy operates 6 days per month. Upper and
lower GI endoscopies are performed.",2,2.62,5.25,2.62
0174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Other,"Ambulatory Services administers infusions, blood
transfusions and performs phlebotomies.",1,3.77,3.77,3.77
0174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Other,"Cardiology Procedures - outpatient stress testing; held
once per week",2,5,5,5
0174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Other,"Medical Unit - Swing Bed, acute medical and
observation patients. Telemetry also.",3,4.5,13,4.5
0174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Other,"Walk-in unit on hospital premises operates
0800-1800, M- F, 0800-1400 on Saturdays for
non-emergent",2,2,24.2,12
0174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Outpatient Clinics,"Outpatient cardiology clinic held once per week within
the hospital.",0,0,27.96,0
0180,Mid-Hudson Valley Division of Westchester Medical Center,Dutchess,Metropolitan Area Regional Office,Ambulatory Surgery,"This is another area for our pre- surgical patients both
adult and peds.",2,2.1,5,3
0180,Mid-Hudson Valley Division of Westchester Medical Center,Dutchess,Metropolitan Area Regional Office,Ambulatory Surgery,"This unit provides care to pre and post operating room
patients .",7.23,57.75,12.4,3
0180,Mid-Hudson Valley Division of Westchester Medical Center,Dutchess,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"This unit is our out patient cardiac cath lab and
cardiology areas",2,6.4,2.5,1
