pfi,hospital_name,county,region,unit_name,unit_description,day_UNLICENSED_count,day_UNLICENSED_hours_per_pt,evening_UNLICENSED_count,evening_UNLICENSED_hours_per_pt,night_UNLICENSED_count,night_UNLICENSED_hours_per_pt
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,8z1 Med Surg,1,0.44,1,0.44,0,0
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,"9z2 Forensic Unit on 9th floor with Department of
Corrections on site.",1,0.5,,,,
0210,Erie County Medical Center,Erie,Western Regional Office,Critical Care,MICU North,,,2,1.4,,
0210,Erie County Medical Center,Erie,Western Regional Office,Critical Care,MICU SOUTH,,,1,0.73,,
0210,Erie County Medical Center,Erie,Western Regional Office,Critical Care,TRAUMA INTENSIVE CARE,,,1,0.06,,
0210,Erie County Medical Center,Erie,Western Regional Office,Emergency Department,Medical/ Trauma Emergency Department,,,8,1.3,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,12z2 Med Surg,,,2,1,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,6 North Med Surg/ orthopedic,,,1,0.36,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,6 zone 2 Med Surg/ pallative care,,,1,2,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,6z1 Med surg,,,0,0,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7 zone 1 medical surgical,,,1.5,0.6,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7 zone 3,,,1,0.53,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7 zone 4 Med Surg,,,1,0.4,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7z2 Meg Surg post TICU,,,0,0,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,8z2 Med Surg Unit,,,0.5,0.22,2,0.89
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,8z3 Med/Surg Surge Unit,,,0.5,0.22,,
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,9z2 Forensic unit,,,0,0,1,0.44
0210,Erie County Medical Center,Erie,Western Regional Office,Critical Care,MICU NORTH,,,,,0,0
0210,Erie County Medical Center,Erie,Western Regional Office,Critical Care,MICU South,,,,,0,0
0210,Erie County Medical Center,Erie,Western Regional Office,Critical Care,Trauma Intensive Care Unit,,,,,0,0
0210,Erie County Medical Center,Erie,Western Regional Office,Emergency Department,Medical/ Trauma Emergency,,,,,12,1.9
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,12zone 2 Med Surg Unit,,,,,1,0.5
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,6 North Surgical/ orthopedic,,,,,0,0
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,6 zone 2 Med Surg palliative care,,,,,2,1
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,6zone 1 surgical unit,,,,,1,0.44
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7 zone 3 Med surg,,,,,1,0.5
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7 zone 4 med surg,,,,,0,0
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7z1 med surg,,,,,1,0.4
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,7z2 Meg Surg,,,,,0.5,0.2
0210,Erie County Medical Center,Erie,Western Regional Office,Medical/Surgical,8 z 3 Med/Surg Surge Unit,,,,,0,0
0213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Critical Care,CVICU-Cardiovascular Intensive Care Unit,3,24,3,3.69,3,3.69
0213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Emergency Department,Emergency Department,7,1.5,10,0.94,7,1.5
0213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Intensive Care,ICU-Intensive Care Unit,5,1.87,5,1.87,5,1.87
0213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Medical/Surgical,6 West,3,1.14,4.5,1.33,4,1.53
0213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Medical/Surgical,7 East,3,1.48,,,,
0216,Roswell Park Cancer Institute,Erie,Western Regional Office,Critical Care,Intensive Care Unit (ICU),2,0,1,0,1,0
0216,Roswell Park Cancer Institute,Erie,Western Regional Office,Medical/Surgical,Inpatient Medical Surgical Oncology,2,0,1,0,1,0
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Critical Care,ICU,2,16,2,16,2,16
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Critical Care,NICU,1,8,1,8,0,0
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Emergency Department,ED- care for patients needing emergent attention,4,28,,,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,3 NORTH - Medical and surgical patients,4,32,,,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,"3 SOUTH - telemetry- stroke, TIA , cardiac diagnosis",4,32,,,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,3 WEST - post op patients and some medical patients,6,48,,,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,"4 SOUTH - medical/surgical patients, Chest tubes,
chronic vents",5,40,,,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Emergency Department,ED - care to patients needing emergent care,,,6,28,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,3 NORTH - Medical/Surgical patients,,,4,32,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,3 SOUTH - telemetry- Stroke- TIA,,,4.5,32,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,3 WEST- post-op and medical patients,,,6,48,6,48
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,"4 SOUTH- medical/Surgical patients - Chest tubes-
Chronic Vents",,,5,40,,
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Emergency Department,ED- care for patients needing emergent care,,,,,3,24
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,3 NORTH- Medical and surgical patients,,,,,4,32
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,"3 SOUTH- telemetry- stroke- TIA- cardiac diagnosis-
medical patients",,,,,5,32
0218,Sisters Of Charity Hospital,Erie,Western Regional Office,Medical/Surgical,"4 SOUTH- medical/surgical patients, chest tubes and
chronic Vents",,,,,5,40
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,"Level 1 Trauma Center AMC over 100,000 visits",10,0.8,14,1.12,10,0.8
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"CICU (Cardiac Intensive Care Unit) is a 10 bed
cardiac ICU on Level 5",1,1.24,1,1.24,1,1.24
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"CTICU 7W1 (Cardiothoracic Intensive Care Unit) a 10
bed ICU that specializes in post op cardiac surg",1,1.15,1,1.73,1,1.15
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"Medical Intensive Care Unit 17 South is a 20 bed unit
specializing in medical ICU patients",2,0.91,2,0.91,2,0.91
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"Neuro Intensive Care Unit 8W1 is a 14 bed ICU
specializing in neurology and neurosurgery",2,1.36,2,1.36,2,1.36
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"Pediatric Intensive Care Unit (PICU) on 6 West 1 is a
10 bed pediatric ICU",1,1.24,1,1.41,1,1.41
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"Surgical Intensive Care Unit 9W1 is a 21 bed unit
specializing in surgical and trauma ICU patients",2,1.03,2,1.03,2,1.03
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,11 North Med Telemetry is a 30 bed medicine unit,3,0.98,3,0.98,3,0.98
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,12 South Med Telemetry is a 29 bed medicine unit,4,1.15,4,1.15,4,1.15
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,15 North Medicine is a 30 bed med tele unit,4,1.14,4,1.14,4,1.14
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,15 South Medicine is a 30 bed med tele unit,4,1.14,4,1.14,4,1.14
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"16 North Medicine is a 29 bed medicine telemetry unit
with a nephrology focus",4,1.14,4,1.14,4,1.14
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"18 North is a 30 bed med surg telemetry unit that
cares for observation patients",3,1.13,4,1.13,4,1.13
0245,Stony Brook University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"9 North Surgical Acute is a post surgical 17 bed unit
that specializes in bariatric care",2,1.4,2,1.4,2,1.4
0280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Emergency Department,"Emergency Department. 7 bed, 24 hours Staffed ED
serves approximately 11000 pts/yr",1,4,,,,
0280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Medical/Surgical,Medical/Surgical Unit,2,1.5,,,,
0280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Emergency Department,"24 hour ED department- 7 beds, sees 11000 pt/year",,,0,0,,
0280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Medical/Surgical,medical/ surgical unit,,,2,2,2,1.5
0280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Emergency Department,"Emergency Department 7 bed, staffed 24 hours,
11000 pts/yr",,,,,0,0
0303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,Emergency Department,6 bed 6 room ED,2,2,,,,
0303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,Medical/Surgical,"Inpatient Patient Care Unit- Acute and Swing bed
patients",3.5,28,,,,
0303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,Emergency Department,Same as above for day shift,,,2,2,,
0303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,Medical/Surgical,"Inpatient Patient Care Unit- Acute and swing bed
patients",,,3,20,,
0303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,Emergency Department,Same as above,,,,,1,1
0303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,Medical/Surgical,Inpatient Unit Patient Care Unit,,,,,2.5,20
0309,The University of Vermont Health Network - Elizabethtown Community Hospital ML,Essex,Capital District Regional Office,Emergency Department,"6 bed- 5 room ED- outpatient campus with ancillary
services.",1,8,,,,
0309,The University of Vermont Health Network - Elizabethtown Community Hospital ML,Essex,Capital District Regional Office,Emergency Department,Same as above,,,1,6,,
0309,The University of Vermont Health Network - Elizabethtown Community Hospital ML,Essex,Capital District Regional Office,Emergency Department,Same as Day Shift,,,,,1,1
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Emergency Department,"Evaluates and treats typical ED patients. Located on
the second floor of the Saranac Lake campus.",1,0.4,1,0.3,0,0
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Intensive Care,"ICU-8 bed ICU for cardiac, resp. and surgical pt's
requiring intensive care. 2nd floor of hospital",0,0,,,,
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Medical/Surgical,"Med/Surg 2-Typical community hospital level Med/surg
patients",1,0.7,,,,
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Medical/Surgical,"Med/Surg 3-Typical care for community level hospital
Med/surg patient. 3rd floor of hospital",2,0.9,1.5,0.67,,
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Intensive Care,"ICU-8 bed ICU for cardiac, resp. and surgical pt's
requiring intensive care. 2nd floor of hospital.",,,0,0,,
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Medical/Surgical,"Med/Surg 2-Typical community hospital level
Med/Surg patients (largely ortho and bari post-ops)",,,1.5,1,,
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Intensive Care,"ICU-8 bed ICU for cardiac, resp, and surgical patients
requiring community level intensive care. 2nd floor.",,,,,0,0
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Medical/Surgical,"Med/Surg 2-Typical community level Med/Surg
patients",,,,,1,0.7
0324,Adirondack Medical Center - Saranac Lake Site,Franklin,Capital District Regional Office,Medical/Surgical,"Med/Surg 3-Typical care for community level
med/Surg patients. 3rd floor of hospital.",,,,,1,0.4
0330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Emergency Department,Emergency Care Center,2,0.26,2,0.26,2,0.26
0330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Intensive Care,Special Care Unit (SCU),1,0.64,2,0.64,,
0330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Medical/Surgical,3 West,4,1.28,4,1.28,4,1.28
0330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Intensive Care,Special Care Unit ( SCU),,,,,1,0.32
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Emergency Department,Emergency department,1.63,1.13,,,,
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Intensive Care,Intensive Care Unit (ICU) - medical and surgical,1,1.86,,,,
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Medical/Surgical,Joint Center-Orthopedics/Medical/Surgical/Telemetry,3,1.37,,,3,1.37
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Medical/Surgical,"Marian Ransom Medical
Unity-Medical/Surgical/Telemetry",4,1.26,,,,
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Emergency Department,Emergency Department,,,1.88,1.3,1,0.69
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Intensive Care,Intensive Care Unity (ICU) - Medical and Surgical,,,1,1.86,0,0
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Medical/Surgical,Joint Center - Orthopedics/Medical/Surgical/Telemetry,,,3,1.37,,
0339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Medical/Surgical,"Marian Ransom Medical
Unity - Medical/Surgical/Telemetry",,,4,1.26,4,1.26
0362,Little Falls Hospital,Herkimer,Central Regional Office,Emergency Department,"CAH 15 bed ED. Located on first floor. CT scan/xray
24 hrs daily.",3,15,2,15,2,15
0362,Little Falls Hospital,Herkimer,Central Regional Office,Emergency Department,"CAH- 15 bed ED located on 1st floor- CT scan/xray
24 hours a day",3,15,,,,
0362,Little Falls Hospital,Herkimer,Central Regional Office,Medical/Surgical,"3 East 24 bed CAH Rapid Response Team RT
Administrative Supervisors Registration",3,6,,,,
0362,Little Falls Hospital,Herkimer,Central Regional Office,Medical/Surgical,3 East Medical Surgical Unit,3,6,3,6,3,6
0362,Little Falls Hospital,Herkimer,Central Regional Office,Emergency Department,"CAH 15 bed ED located on 1st floor CT scan/Xray 24
hours daily",,,2,15,2,15
0362,Little Falls Hospital,Herkimer,Central Regional Office,Medical/Surgical,3 East 24 bed CAH,,,3,6,,
0362,Little Falls Hospital,Herkimer,Central Regional Office,Medical/Surgical,24 bed CAH,,,,,2,15
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Emergency Department,Emergency Department,6,1.1,6,1.22,5,2.8
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Intensive Care,ICU,1,0.8,,,,
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Medical/Surgical,4 Pavilion,5,1.11,,,,
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Medical/Surgical,5 Pratt,3,1.33,,,,
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Intensive Care,ICU - Intensive Care Unit,,,1,0.8,1,0.8
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Medical/Surgical,4 Pavilion (Med/Surg),,,5,1.11,,
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Medical/Surgical,5 PRATT - Med/Surg,,,3,1.33,3,0.67
0367,Samaritan Medical Center,Jefferson,Central Regional Office,Medical/Surgical,4 Pavilion - Med/Surg,,,,,3,0.67
0377,"River Hospital, Inc.",Jefferson,Central Regional Office,Emergency Department,24/7 Emergency Department with 2 -12 hour shifts,1,8,,,,
0377,"River Hospital, Inc.",Jefferson,Central Regional Office,Medical/Surgical,Inpatient Unit (TEAM nursing w/2 -12 hr shifts),1,0.75,,,,
